	corpus	corpus_year	localkey_mode	corpus_id	WLC	OLC	WLD
0	peri_euridice	1600.0	major	1	0.3844760009145138	0.05591778371424502	0.5018433097616667
1	peri_euridice	1600.0	minor	1	1.1489179810359436	0.12737953549280628	0.5093859611987357
2	monteverdi_madrigals	1609.1691322587767	major	2	0.08756103453424198	0.032252199231571986	0.5340767674942768
3	monteverdi_madrigals	1609.1691322587767	minor	2	0.9308168879209419	0.10352575972725009	0.560891950769929
4	sweelinck_keyboard	1621.0	minor	3	1.183632734530938	0.3193612774451098	0.532674371257485
5	frescobaldi_fiori_musicali	1635.0	minor	4	0.7437191054952755	0.15236821837901532	0.5666407163020953
6	frescobaldi_fiori_musicali	1635.0	major	4	0.32396340531276485	0.06837830598298356	0.5535981557156153
7	kleine_geistliche_konzerte	1637.9308224442736	minor	5	0.7541044739263544	0.08490915294660464	0.5262773155849205
8	kleine_geistliche_konzerte	1637.9308224442736	major	5	0.3571216677026823	0.04002587565867994	0.5193858163338225
9	corelli	1687.6864702945581	major	6	0.10884225533406292	0.013949112994839433	0.6285850196565743
10	corelli	1687.6864702945581	minor	6	0.9304310293459291	0.09043001678899691	0.6459837729469672
11	couperin_clavecin	1717.0	minor	7	0.9941146543237652	0.2450192808795623	0.7536751361637528
12	couperin_clavecin	1717.0	major	7	0.2204185035528319	0.08263443024637054	0.7246735532876741
13	handel_keyboard	1720.0	major	8	0.046077558353520176	0.02758225381176201	0.5773842111105668
14	bach_solo	1721.536293766012	minor	9	1.0809731017796411	0.38103616995997663	0.6984681007205935
15	bach_solo	1721.536293766012	major	9	0.2510017403212179	0.06647217902727766	0.672915658490474
16	bach_en_fr_suites	1721.7536076006095	major	10	0.22856418050037722	0.05912540346528658	0.6990451533461135
17	bach_en_fr_suites	1721.7536076006095	minor	10	1.1520752264498761	0.30571022605509346	0.7517203662368206
18	couperin_concerts	1723.4204871060172	major	11	0.08046863809860436	0.03836136657651734	0.6713429103193965
19	couperin_concerts	1723.4204871060172	minor	11	1.1834939595262266	0.17957902610241067	0.7467595497787184
20	pergolesi_stabat_mater	1736.0	minor	12	1.756957519704383	0.5568559485910175	0.750888241739503
21	pergolesi_stabat_mater	1736.0	major	12	0.2379541047188106	0.019413919413919414	0.6654549358705021
22	scarlatti_sonatas	1741.1259598104884	minor	13	1.1186583196369764	0.33328158309374056	0.6749661087386009
23	scarlatti_sonatas	1741.1259598104884	major	13	0.3713997577661737	0.12694620683307326	0.6305488574746211
24	wf_bach_sonatas	1760.0	major	14	0.44158046238693877	0.2745540699944958	0.7079944234215497
25	wf_bach_sonatas	1760.0	minor	14	1.3691784932746194	0.20511641660852564	0.7903855881146988
26	jc_bach_sonatas	1772.6041876384136	major	15	0.13422327250699437	0.12132347656897635	0.6370399869084853
27	jc_bach_sonatas	1772.6041876384136	minor	15	1.1174047918978216	0.6427981306513019	0.6919391489368824
28	mozart_piano_sonatas	1780.7395798599532	major	16	0.30874477641550996	0.33188424215844753	0.7079686971248255
29	mozart_piano_sonatas	1780.7395798599532	minor	16	1.6193952353814263	0.6007762535233332	0.7696401672728607
30	pleyel_quartets	1783.0	major	17	0.32191222130237357	0.16064645490393084	0.7279700232801751
31	pleyel_quartets	1783.0	minor	17	1.408327040092043	0.4985374195663681	0.7424133933453819
32	beethoven_piano_sonatas	1803.6208098935329	minor	18	1.6859558731280708	0.5820565273082836	0.7850927969890613
33	beethoven_piano_sonatas	1803.6208098935329	major	18	0.6016804458119619	0.4252147732098319	0.7605466730023042
34	kozeluh_sonatas	1806.0	major	19	0.210517811625226	0.20075706453291606	0.7016419673207698
35	kozeluh_sonatas	1806.0	minor	19	1.4388719822925842	0.3309524986934661	0.7422548061300059
36	ABC	1812.0509746203827	major	20	0.4695146817635965	0.31682936500633635	0.755940676911777
37	ABC	1812.0509746203827	minor	20	1.658443542059674	0.6682811970245073	0.7522672230457801
38	schubert_winterreise	1828.0	minor	21	1.5831775043556227	0.1404640442214117	0.735026289179574
39	schubert_winterreise	1828.0	major	21	0.7848727793443459	0.10021059015416363	0.7673958769537893
40	mendelssohn_quartets	1835.8707229487093	major	22	0.7584568333809633	0.1303161077057162	0.8059911927867021
41	mendelssohn_quartets	1835.8707229487093	minor	22	1.4024362970481492	0.24714146914409094	0.8052180229127524
42	chopin_mazurkas	1838.2307692307693	major	23	0.7583763126945824	0.9484377450830087	0.8710901596286987
43	chopin_mazurkas	1838.2307692307693	minor	23	1.8180657266995885	0.49237972889714104	0.8348231261509446
44	schumann_kinderszenen	1839.0	major	24	0.4284182139650187	0.0772881216266533	0.8028294069428676
45	schumann_kinderszenen	1839.0	minor	24	1.297368942256982	0.26196366102662955	0.7863673628979289
46	schumann_liederkreis	1840.0	minor	25	1.1033056980425402	0.2699067873409979	0.7507815835449256
47	schumann_liederkreis	1840.0	major	25	0.5661245452703675	0.2798233613290682	0.8240977359091783
48	c_schumann_lieder	1847.2645259938838	major	26	0.8614199358486738	0.07386309376486595	0.8510711503459254
49	c_schumann_lieder	1847.2645259938838	minor	26	1.2870370370370372	0.0	0.8247501851851851
50	liszt_pelerinage	1857.079674150606	major	27	1.3489908862264772	1.8373485765104025	0.8445181860327096
51	liszt_pelerinage	1857.079674150606	minor	27	2.1638791581188808	2.470054429373207	0.8729426649117088
52	wagner_overtures	1864.990230286113	minor	28	3.313953488372093	0.8178294573643411	1.0604777906976746
53	wagner_overtures	1864.990230286113	major	28	1.4278091478902837	0.36239789485225593	0.929743041956764
54	tchaikovsky_seasons	1876.0	major	29	0.8074509735425539	1.5830644895362393	0.85795382031385
55	tchaikovsky_seasons	1876.0	minor	29	1.469787422337154	0.6318250118607259	0.8228104306892393
56	dvorak_silhouettes	1879.0	minor	30	1.194650250990478	0.26882054610243494	0.7160225230886959
57	dvorak_silhouettes	1879.0	major	30	0.42834682269037905	4.987892445653272	0.7567223006476259
58	grieg_lyric_pieces	1890.3354624738975	major	31	1.0033412555620245	0.7415914471138102	0.8753320119089926
59	grieg_lyric_pieces	1890.3354624738975	minor	31	1.7715899148517624	0.49511482641470556	0.8590677880614249
60	ravel_piano	1903.8101851851852	major	32	2.7777136615882654	0.8447028551413202	1.1586583055525617
61	ravel_piano	1903.8101851851852	minor	32	2.541574530417455	0.8773900767697969	1.2626572579861828
62	mahler_kindertotenlieder	1904.0	minor	33	1.6059305424080141	1.6982651805887272	0.7900601466000142
63	mahler_kindertotenlieder	1904.0	major	33	1.8924565201348063	1.4152152878567972	0.925184225951801
64	debussy_suite_bergamasque	1905.0	major	34	0.29585585585585583	0.01	0.852517663963964
65	debussy_suite_bergamasque	1905.0	minor	34	1.0833059633666184	0.6087880077172064	0.8651041153157664
66	bartok_bagatelles	1908.0	minor	35	3.873497337399797	4.042815191042111	1.0209597225809064
67	bartok_bagatelles	1908.0	major	35	3.935409779289303	3.4977935843253762	1.19434192306928
68	medtner_tales	1918.2984935548998	minor	36	1.6172699547880098	1.121567710226729	0.856547204890388
69	medtner_tales	1918.2984935548998	major	36	1.1237830874698718	1.1837499317543618	0.882096057898074
70	poulenc_mouvements_perpetuels	1919.0	major	37	1.0221946512269093	0.12903225806451613	0.9655379790460435
71	poulenc_mouvements_perpetuels	1919.0	minor	37	0.5862068965517241	0.3620689655172414	1.0028406896551725
72	rachmaninoff_piano	1931.0	minor	38	2.065621527203689	1.1556165548139514	0.8178752569595471
73	rachmaninoff_piano	1931.0	major	38	1.6584748584748583	0.7888444888444889	0.894104670995671
74	schulhoff_suite_dansante_en_jazz	1931.0	major	39	6.64983050794145	6.031474771208525	1.5577912238482576
75	schulhoff_suite_dansante_en_jazz	1931.0	minor	39	5.929411764705883	6.964705882352941	1.5526116470588236
